date,horaire,team_home,team_away,score,cote1,coteN,cote2
<type 'datetime.time'>,07:00,Kofu,Tokyo ,1 : 1,2.80,2.70,2.20
<type 'datetime.time'>,10:00,Sagan Tosu,C-Osaka,1 : 2,2.90,3.00,2.00
