date,horaire,team_home,team_away,score,cote1,coteN,cote2
<type 'datetime.time'>,00:00,Vasco,Botafogo RJ,1 : 0,2.40,2.70,2.55
<type 'datetime.time'>,02:00,Sao Paulo,Atletico-PR ,2 : 1,1.65,3.05,4.00
<type 'datetime.time'>,21:00,Atletico GO,Palmeiras,0 : 2,3.30,2.90,1.88
<type 'datetime.time'>,21:00,Chapecoense-SC,Flamengo,0 : 0,3.10,2.85,1.95
<type 'datetime.time'>,21:00,Fluminense,Avai,1 : 0,1.52,3.20,4.80
<type 'datetime.time'>,21:00,Sport Recife,Atletico-MG,1 : 1,2.05,2.95,2.80
<type 'datetime.time'>,23:00,Bahia,Corinthians,-,2.40,2.70,2.55
<type 'datetime.time'>,23:00,Coritiba,Gremio,-,2.80,2.70,2.20
