horaire,team_home,team_away,score,cote1,coteN,cote2
16:00,Celtic,Dundee FC,1 : 0,1.06,6.75,13.00
16:00,Hamilton,Motherwell,1 : 2,-,-,-
16:00,Hibernian,Aberdeen,0 : 1,2.10,3.00,2.75
16:00,Partick,Kilmarnock,0 : 2,1.90,2.90,3.30
16:00,Ross County,Hearts ,1 : 2,2.65,3.10,2.15
