horaire,team_home,team_away,score,cote1,coteN,cote2
10:15,Pardubice,Vlasim,2 : 0,-,-,-
15:00,Frydek-Mistek,Hradec Kralove ,0 : 0,-,-,-
15:30,Mas Taborsko,Trinec,1 : 0,-,-,-
18:00,Opava,Varnsdorf,3 : 3,-,-,-
