horaire,team_home,team_away,score,cote1,coteN,cote2
11:00,Dortmund -19,Schalke 04 -19 ,3 : 1,-,-,-
11:00,Dusseldorf -19,Koln -19,1 : 1,-,-,-
12:30,Paderborn -19,Leverkusen -19,1 : 2,-,-,-
