horaire,team_home,team_away,score,cote1,coteN,cote2
18:00,Charleroi,Eupen,2 : 2,1.48,3.50,4.70
20:00,Genk,Mouscron,0 : 0,1.30,4.00,6.75
20:00,Lokeren,Saint-Trond,0 : 0,2.15,2.95,2.75
20:30,La Gantoise,Waasland-Beveren,-,1.40,3.60,5.50
