horaire,team_home,team_away,score,cote1,coteN,cote2
10:45,Betis F,Real Sociedad F,4 : 0,-,-,-
16:00,Barcelone F,Valence F,2 : 0,-,-,-
16:00,Vallecano F,Levante F,0 : 4,-,-,-
