horaire,team_home,team_away,score,cote1,coteN,cote2
14:00,Ivano-Frankivsk,Bukovyna,5 : 2,-,-,-
14:00,Podillya Khmelnytskyi,Lviv,2 : 0,-,-,-
14:00,Skala Stryj,Bila Tserkva,0 : 3,-,-,-
