horaire,team_home,team_away,score,cote1,coteN,cote2
02:30,Barcelone SC ,Ind. del Valle ,1 : 1,-,-,-
02:30,U. Catolica ,Dep. Cuenca,2 : 2,-,-,-
22:00,Delfin,El Nacional,-,-,-,-
22:30,Fuerza A.,Guayaquil City,-,-,-,-
