horaire,team_home,team_away,score,cote1,coteN,cote2
13:00,Gumushanespor,Karsiyaka,5 : 0,-,-,-
14:00,Pendikspor,Bugsasspor ,1 : 0,-,-,-
18:00,Altay,Fethiyespor,2 : 1,-,-,-
