horaire,team_home,team_away,score,cote1,coteN,cote2
14:30,Lecce,Akragas ,0 : 0,-,-,-
14:30,Paganese,Virtus Francavilla,2 : 2,-,-,-
14:30,Sicula Leonzio,Juve Stabia,0 : 0,-,-,-
16:30,Bisceglie,Rende,0 : 0,-,-,-
16:30,Fondi,Trapani,1 : 0,-,-,-
16:30,Reggina 1914,Andria ,2 : 0,-,-,-
18:30,Casertana,Monopoli,0 : 2,-,-,-
18:30,Catanzaro,Matera ,0 : 1,-,-,-
20:30,Siracusa,Catania,-,-,-,-
