horaire,team_home,team_away,score,cote1,coteN,cote2
17:30,Saguntino,Sabadell,1 : 1,-,-,-
18:00,Llagostera,Elche,2 : 1,-,-,-
18:00,Ontinyent,Olot,1 : 0,-,-,-
