horaire,team_home,team_away,score,cote1,coteN,cote2
14:00,Norrby,Degerfors,2 : 0,-,-,-
16:00,Dalkurd,Östers,1 : 2,-,-,-
16:00,IK Frej,Varbergs ,1 : 0,-,-,-
