horaire,team_home,team_away,score,cote1,coteN,cote2
17:00,El Porvenir,Defensores Unidos,0 : 1,-,-,-
17:00,Justo Jose de Urquiza,Laferrere,3 : 0,-,-,-
20:30,Excursionistas,Argentino de Quilmes,-,-,-,-
