horaire,team_home,team_away,score,cote1,coteN,cote2
12:00,Umraniyespor,Elazigspor,2 : 1,-,-,-
14:00,Balikesirspor ,Gaziantepspor,2 : 0,-,-,-
17:00,Gaziantep,Giresunspor,1 : 1,-,-,-
