horaire,team_home,team_away,score,cote1,coteN,cote2
15:00,AFC Nove Mesto,Poprad,0 : 2,-,-,-
15:00,Komarno,Inter Bratislava,3 : 2,-,-,-
15:00,Samorin,Spisska Nova Ves,0 : 2,-,-,-
