horaire,team_home,team_away,score,cote1,coteN,cote2
14:30,Capelle,Magreb,0 : 0,-,-,-
14:30,Jong Volendam ,Almere 2,1 : 3,-,-,-
14:30,Scheveningen,Spakenburg,0 : 1,-,-,-
14:30,Spijkenisse,DVS '33 Ermelo,2 : 2,-,-,-
14:30,VV DOVO,ACV Assen ,3 : 0,-,-,-
14:30,VVOG,ONS Sneek,1 : 2,-,-,-
15:00,Jong Groningen,ODIN '59,0 : 0,-,-,-
15:00,Quick Boys,Harkemase Boys,3 : 2,-,-,-
16:00,Jong FC Twente,ASWH,2 : 2,-,-,-
19:30,UNA,EVV,0 : 1,-,-,-
