horaire,team_home,team_away,score,cote1,coteN,cote2
13:00,Bryne,Fram,2 : 2,-,-,-
13:00,Fana,Egersunds,0 : 1,-,-,-
13:00,Hodd,Honefoss,1 : 0,-,-,-
13:00,Nest-Sotra,Byåsen ,3 : 0,-,-,-
13:00,Notodden,Vindbjart,2 : 0,-,-,-
13:00,Odds 2,V. Haugesund,2 : 0,-,-,-
13:00,Vidar,Nardo,3 : 1,-,-,-
