horaire,team_home,team_away,score,cote1,coteN,cote2
13:00,Kaluga,FK Strogino Moscow,1 : 0,-,-,-
13:00,Khimik Novomoskovsk,Saratov,2 : 2,-,-,-
13:00,T. Moscou,Saturn Ramenskoye,0 : 0,-,-,-
14:00,D. Bryansk,Krasnogorsk,2 : 0,-,-,-
14:00,Penza,M. Lipetsk,3 : 3,-,-,-
16:00,Ararat Moscow,R. Volgograd 2,2 : 0,-,-,-
16:00,Ryazan,Energomash Belgorod,1 : 1,-,-,-
