horaire,team_home,team_away,score,cote1,coteN,cote2
14:00,Eichstatt,Seligenporten ,0 : 0,-,-,-
14:00,Pipinsried,Illertissen,1 : 1,-,-,-
14:00,Schweinfurt,Ingolstadt II,0 : 3,-,-,-
14:00,SpVgg Bayreuth,Buchbach ,1 : 3,-,-,-
14:00,Unterfohring,Garching,1 : 5,-,-,-
