horaire,team_home,team_away,score,cote1,coteN,cote2
17:00,Almirante Brown,CA Estudiantes ,2 : 0,-,-,-
18:00,Colegiales,Talleres (R.E),0 : 0,-,-,-
18:05,Atletico Atlanta,Barracas Central,2 : 2,-,-,-
20:30,Comunicaciones,Sacachispas,-,-,-,-
