horaire,team_home,team_away,score,cote1,coteN,cote2
17:00,M. Petach Tikva ,M. Haifa,2 : 2,3.60,2.85,1.82
17:30,H. Haifa,H. Akko,4 : 0,1.48,3.30,5.00
18:00,Ashdod,Ashkelon ,1 : 1,2.50,2.70,2.45
19:30,H. Raanana,H. Beer Sheva,0 : 0,8.00,3.80,1.27
