horaire,team_home,team_away,score,cote1,coteN,cote2
15:00,Al Oruba,Saham,0 : 2,-,-,-
15:00,Al-Midhaibi,Al-Salam,0 : 2,-,-,-
15:00,Oman FC,Mirbat,2 : 3,-,-,-
15:05,Al Suwaiq,Dhofar,1 : 0,-,-,-
15:20,Al Nasr,Al Nahda,1 : 1,-,-,-
18:15,Al-Shabab,Muscat,2 : 1,-,-,-
18:15,Sohar ,Fanja SC ,1 : 0,-,-,-
