horaire,team_home,team_away,score,cote1,coteN,cote2
10:00,Bangka,Persik Kediri,0 : 2,-,-,-
10:00,PSGC Ciamis,Perserang Serang,-,-,-,-
10:00,Yahukimo,Rembang,-,-,-,-
13:30,Persekam Metro,Perseka Kaimana,-,-,-,-
