horaire,team_home,team_away,score,cote1,coteN,cote2
21:00,Agropecuario,Ferro,-,-,-,-
22:05,Deportivo Riestra,Quilmes,-,-,-,-
23:00,Instituto,Aldosivi,-,-,-,-
