horaire,team_home,team_away,score,cote1,coteN,cote2
11:30,Air Force,Super Sun,-,-,-,-
11:30,Colombo,Solid,-,-,-,-
11:30,Crystal Palace,Sri Lanka Army,-,-,-,-
11:30,Pelicans SC,Matara City,-,-,-,-
11:30,UP Country Lions,Blue Star,-,-,-,-
