horaire,team_home,team_away,score,cote1,coteN,cote2
15:00,Garbarnia,Pruszkow,0 : 1,-,-,-
15:00,Legionowo,Blekitni Stargard,2 : 1,-,-,-
15:00,Rozwoj Katowice,S. Wola,2 : 1,-,-,-
15:00,Siarka Tarnobrzeg,GKS Jastrzebie ,0 : 2,-,-,-
15:00,Warta,Belchatow,0 : 0,-,-,-
15:30,Radomiak Radom,LKS Lodz,1 : 1,-,-,-
16:00,Wisla Pulawy,Elblag,0 : 0,-,-,-
17:00,ROW Rybnik,Gryf Wejherowo,3 : 0,-,-,-
