horaire,team_home,team_away,score,cote1,coteN,cote2
14:30,Akademija Pandev,Shkupi ,2 : 0,1.62,3.05,4.25
14:30,FK Skopje,Sileks,1 : 1,2.60,2.80,2.30
14:30,Pelister,Pobeda,2 : 1,1.50,3.25,4.80
14:30,Renova,Rabotnicki,3 : 1,2.35,2.80,2.50
14:30,Vardar,Shkendija,4 : 2,1.70,3.20,3.60
13:00,Triglav,Krsko,3 : 1,2.25,2.85,2.50
15:30,Gorica,Celje,2 : 1,2.00,2.85,2.85
17:00,Domzale,Ankaran Hrvatini,6 : 0,1.10,5.25,10.00
20:20,Aluminij,O. Ljubljana,-,4.30,3.15,1.55
