horaire,team_home,team_away,score,cote1,coteN,cote2
13:00,Ath. Bilbao,FC Séville,1 : 0,2.40,3.10,2.80
16:15,Getafe,Real Madrid,1 : 2,8.25,5.25,1.27
18:30,Alaves,Real Sociedad,0 : 2,3.25,3.20,2.10
20:45,Atl. Madrid,Barcelone,-,2.80,3.15,2.35
