horaire,team_home,team_away,score,cote1,coteN,cote2
02:00,Everton,Curico Unido,1 : 1,1.88,2.90,3.30
17:00,Deportes Temuco,San Luis,1 : 1,1.88,2.95,3.25
20:30,Palestino,U. Espanola,-,2.40,2.90,2.40
23:00,Antofagasta,U. De Chile,-,2.20,2.80,2.75
