horaire,team_home,team_away,score,cote1,coteN,cote2
11:00,Kaiserslautern -19,Heidenheim -19,2 : 2,-,-,-
11:00,Stuttgart -19,Bayern -19,-,-,-,-
13:00,Hoffenheim -19,Furth -19,3 : 1,-,-,-
