horaire,team_home,team_away,score,cote1,coteN,cote2
15:00,Fleury-Mérogis,AC Amiens,3 : 1,-,-,-
18:00,Arras,Lille II,-,-,-,-
18:00,Bastia-Borgo,AS Poissy,-,-,-,-
18:00,IC Croix,Reims 2,-,-,-,-
18:00,JA Drancy,Sedan,-,-,-,-
18:00,Lusitanos St-Maur,Lens II,-,-,-,-
18:00,Viry-Chatillon,Sainte-Geneviève,-,-,-,-
20:00,Beauvais,Furiani Agliani,-,-,-,-
