horaire,team_home,team_away,score,cote1,coteN,cote2
13:00,Spartaks,Jelgava,0 : 1,1.45,3.15,5.25
15:00,RFS,FK Liepaja,1 : 2,2.15,2.75,2.70
18:00,Metta/LU,Riga FC,0 : 2,7.50,3.75,1.25
