horaire,team_home,team_away,score,cote1,coteN,cote2
13:00,Bielefeld,Dusseldorf,0 : 2,2.30,2.95,2.55
13:00,Bochum,Sandhausen,2 : 0,2.10,2.90,2.85
13:00,Dresden,Ingolstadt,2 : 2,2.90,3.00,2.05
