horaire,team_home,team_away,score,cote1,coteN,cote2
15:00,Botev Vratsa,Botev Galabovo,0 : 0,-,-,-
15:00,Chernomorets Balchik,Nesebar ,3 : 2,-,-,-
15:00,Lok. Sofia,Litex Lovech,4 : 0,-,-,-
15:00,Neftochimic Burgas,Pomorie,1 : 3,-,-,-
15:00,Oboriste,Sozopol,1 : 0,-,-,-
