horaire,team_home,team_away,score,cote1,coteN,cote2
01:10,Sportivo Trinidense,Cerro Porteno,0 : 1,-,-,-
23:00,Independiente F.B.C.,Guarani,-,-,-,-
20:30,Defensor Sp.,River Plate,-,-,-,-
21:30,Fenix,Racing Montevideo,-,-,-,-
23:00,Rampla Juniors,Penarol,-,-,-,-
