horaire,team_home,team_away,score,cote1,coteN,cote2
13:00,Lyseng ,Ringkobing,3 : 0,-,-,-
13:00,VSK Aarhus,Jammerbugt,0 : 1,-,-,-
13:30,Kjellerup,Sydvest,4 : 0,-,-,-
15:00,Odder,Aarhus Fremad,1 : 0,-,-,-
