horaire,team_home,team_away,score,cote1,coteN,cote2
13:00,Finnsnes,Brumunddal,2 : 2,-,-,-
13:00,Follo,K. Oslo,3 : 2,-,-,-
13:00,Grorud,Asker,3 : 2,-,-,-
13:00,Ham-Kam,Nybergsund,4 : 2,-,-,-
13:00,Kjelsås,Vålerenga 2,1 : 0,-,-,-
13:00,Raufoss,Alta,0 : 0,-,-,-
13:00,Skeid,Baerum Sportsklubb,5 : 3,-,-,-
