horaire,team_home,team_away,score,cote1,coteN,cote2
09:30,Beijing Baxy,Meizhou Hakka,1 : 0,-,-,-
09:30,Qingdao Huanghai,Yunnan Lijiang,6 : 1,-,-,-
13:35,Shenzhen,Nei Mongol,0 : 1,-,-,-
