horaire,team_home,team_away,score,cote1,coteN,cote2
15:30,Bayern,Freiburg,5 : 0,1.05,9.75,21.00
15:30,Hannover,Frankfurt,1 : 2,2.55,2.95,2.70
15:30,Hertha ,Schalke 04,0 : 2,2.55,2.95,2.70
15:30,Hoffenheim,Augsburg,2 : 2,1.78,3.60,3.90
15:30,Mainz,Hamburger SV,3 : 2,1.72,3.40,4.40
18:30,Dortmund ,RB Leipzig ,2 : 3,1.48,4.25,5.25
