horaire,team_home,team_away,score,cote1,coteN,cote2
16:00,Schotz,Munsingen,0 : 1,-,-,-
16:00,Zug,Baden,4 : 1,-,-,-
17:00,Buochs,Delemont,4 : 2,-,-,-
17:00,Solothurn,Grasshopper II,2 : 1,-,-,-
17:15,Kickers Luzern,Sursee,2 : 1,-,-,-
20:00,Bassecourt,Luzern II,-,-,-,-
