horaire,team_home,team_away,score,cote1,coteN,cote2
08:00,Ural -21,Anzhi -21,1 : 3,-,-,-
11:00,Krasnodar -21,CSKA Moscou -21,0 : 2,-,-,-
14:00,FK Rostov -21,Kazan -21 ,3 : 1,-,-,-
10:00,Ch. Odessa -21,Din. Kiev -21,2 : 3,-,-,-
11:00,Zirka Kropyvnytskyi -21,Karpaty -21,2 : 1,-,-,-
