horaire,team_home,team_away,score,cote1,coteN,cote2
00:05,Lanus,Union Santa Fe,2 : 1,1.88,2.75,3.50
02:05,San Lorenzo,Defensa y Justicia,3 : 1,2.00,2.70,3.20
19:05,Colon,Temperley,1 : 0,1.50,3.15,5.00
19:05,Rosario,Argentinos Jrs,0 : 1,1.58,3.05,4.60
21:15,Estudiantes,Banfield,-,1.88,2.80,3.40
23:05,Velez Sarsfield,Newells Old Boys,-,1.88,2.75,3.50
16:00,Nordsjaelland,Randers ,3 : 2,1.90,3.00,2.90
14:00,KF Feronikeli,Liria,0 : 1,-,-,-
14:00,Llapi Podujeve,Flamurtari,1 : 0,-,-,-
