horaire,team_home,team_away,score,cote1,coteN,cote2
17:00,Valladolid B,Cerceda,1 : 0,-,-,-
18:00,Ferrol,Union Adarve,1 : 2,-,-,-
21:00,Real Madrid B,G. Segoviana,-,-,-,-
