horaire,team_home,team_away,score,cote1,coteN,cote2
12:45,Muangthong,Thai Honda FC,-,-,-,-
12:45,Ratchaburi,Suphanburi,4 : 1,-,-,-
13:00,Bangkok Glass,Tero Sasana,4 : 0,-,-,-
13:00,Chiangrai,Chonburi,3 : 1,-,-,-
13:00,Port MTI FC,Nakhon Ratchasima ,3 : 1,-,-,-
14:00,Buriram,Sukhothai,5 : 2,-,-,-
14:00,Sisaket,Bangkok Utd,2 : 7,-,-,-
15:00,Super Power FC,Thai Navy,3 : 2,-,-,-
15:00,Ubon,Pattaya,2 : 3,-,-,-
