horaire,team_home,team_away,score,cote1,coteN,cote2
08:00,Gyeongnam,Seoul E. ,2 : 1,-,-,-
08:00,Seongnam,Anyang,1 : 0,-,-,-
08:00,Suwon City,Busan,0 : 1,-,-,-
