horaire,team_home,team_away,score,cote1,coteN,cote2
18:30,Ajax,Sparta Rotterdam,4 : 0,1.07,6.50,12.00
18:30,Roda,Breda,0 : 0,2.30,3.00,2.50
20:45,Feyenoord,Zwolle,-,1.25,4.40,7.00
20:45,Utrecht,Heerenveen,-,1.80,3.30,3.20
