horaire,team_home,team_away,score,cote1,coteN,cote2
14:30,Mladost Podgorica,Rudar,1 : 1,1.62,3.05,4.25
14:30,OFK Petrovac,Grbalj,-,2.15,2.65,3.00
14:30,Sutjeska,Kom Podgorica,4 : 0,1.32,3.50,7.00
14:30,Zeta,Decic,-,1.22,3.90,10.00
