horaire,team_home,team_away,score,cote1,coteN,cote2
18:00,Agadir,Marrakech,-,-,-,-
18:00,Chabab Atlas Khenifra,Khouribga,-,-,-,-
18:00,Difaa El Jadidi,Moghreb Tetouan,-,-,-,-
18:00,FUS Rabat,RAC Casablanca,-,-,-,-
18:00,Rapide Oued Zem,Berkane,-,-,-,-
18:00,Safi,Raja Casablanca,-,-,-,-
18:00,Tanger,FAR Rabat,-,-,-,-
18:00,Wydad,Chabab Rif Hoceima,-,-,-,-
