horaire,team_home,team_away,score,cote1,coteN,cote2
14:30,Slavia Sofia,Dunav Ruse,3 : 0,1.85,2.95,3.15
19:00,Cherno More,Ludogorets,0 : 1,5.25,3.60,1.38
