horaire,team_home,team_away,score,cote1,coteN,cote2
13:30,France -17,Honduras -17,5 : 1,-,-,-
13:30,Japon -17,Nouvelle-Calédonie -17,1 : 1,-,-,-
16:30,Angleterre -17,Iraq -17,4 : 0,-,-,-
16:30,Mexique -17,Chili -17,0 : 0,-,-,-
