horaire,team_home,team_away,score,cote1,coteN,cote2
16:00,Lyon II,Andrezieux,2 : 3,-,-,-
16:00,Villefranche,Paris SG II,3 : 2,-,-,-
18:00,Annecy,Epinal,-,-,-,-
18:00,ASM Belfort,Le Puy,-,-,-,-
18:00,Raon-l'Étape,Montceau Bourgogne,-,-,-,-
18:00,Saint-Priest,St-Louis Neuweg,-,-,-,-
18:00,Schiltigheim SC,Monts d'Or Azergues,-,-,-,-
18:30,Moulins-Yzeure,Jura Sud,-,-,-,-
