horaire,team_home,team_away,score,cote1,coteN,cote2
16:00,Cadiz,Leonesa,2 : 2,1.72,2.95,4.00
18:00,Barcelone B,Lorca FC,1 : 0,1.78,3.10,3.50
18:00,Grenade,R. Oviedo,2 : 0,2.15,2.80,2.85
20:00,Tenerife,Numancia,0 : 0,1.68,3.00,4.20
