horaire,team_home,team_away,score,cote1,coteN,cote2
15:00,Klepp F,Medkila F,2 : 0,-,-,-
15:00,Vålerenga F,Trondheims-Orn F,2 : 2,-,-,-
16:00,Arna-Bjørnar F,RØA F,0 : 2,-,-,-
