horaire,team_home,team_away,score,cote1,coteN,cote2
14:00,Aalen,Zwickau,2 : 2,-,-,-
14:00,Chemnitzer,Lotte,3 : 1,-,-,-
14:00,Jena ,Rostock,1 : 0,-,-,-
14:00,Karlsruher,Wurzburger Kickers,2 : 0,-,-,-
14:00,Paderborn,Bremen II,7 : 1,-,-,-
14:00,Unterhaching,Munster,1 : 0,-,-,-
14:00,Wehen,Meppen,0 : 1,-,-,-
