horaire,team_home,team_away,score,cote1,coteN,cote2
15:30,Barendrecht,De Dijk,1 : 3,-,-,-
15:30,HHC,Katwijk,0 : 1,-,-,-
15:30,IJsselmeervogels,De Treffers,1 : 5,-,-,-
15:30,Kozakken Boys,GVVV,2 : 2,-,-,-
15:30,Lisse ,Excelsior Maassluis ,2 : 3,-,-,-
15:30,Rijnsburgse,Jong Sparta Rotterdam,3 : 1,-,-,-
18:00,Achilles 29,TEC,0 : 2,-,-,-
