horaire,team_home,team_away,score,cote1,coteN,cote2
15:30,Piast,Sandecja,2 : 2,1.95,2.85,3.00
18:00,Termalica B-B.,Arka,1 : 1,2.20,2.70,2.65
20:30,Slask,Wisla,-,2.05,2.85,2.80
