horaire,team_home,team_away,score,cote1,coteN,cote2
16:00,Braintree,Truro,-,-,-,-
16:00,Chippenham Town ,Wealdstone,0 : 0,-,-,-
16:00,Eastbourne,Hemel Hempstead,0 : 2,-,-,-
16:00,Havant & W,Chelmsford,-,-,-,-
16:00,Weston,Welling,0 : 2,-,-,-
16:00,Whitehawk,Hungerford,0 : 3,-,-,-
