horaire,team_home,team_away,score,cote1,coteN,cote2
14:00,Nevezis Kedainiai,Zalgiris 2,3 : 1,-,-,-
15:30,Koralas Klaipeda,Vilniaus Vytis,1 : 3,-,-,-
