horaire,team_home,team_away,score,cote1,coteN,cote2
12:00,Binh Duong,Than Quang Ninh,0 : 1,-,-,-
12:00,Gia Lai,Song Lam Nghe An,0 : 2,-,-,-
12:00,Hai Phong,Ho Chi Minh,4 : 1,-,-,-
