horaire,team_home,team_away,score,cote1,coteN,cote2
13:30,SC Weiche-08,Hildesheim,0 : 1,-,-,-
14:00,Braunschweig II,Jeddeloh,0 : 3,-,-,-
16:00,BSV Rehden,Wolfsburg II,0 : 3,-,-,-
