horaire,team_home,team_away,score,cote1,coteN,cote2
09:30,Liaoning,Shanghai SIPG,3 : 3,-,-,-
13:35,Guizhou Zhicheng,Changchun Yatai ,2 : 3,-,-,-
13:35,Hebei,Jiangsu Suning,3 : 2,-,-,-
13:35,Tianjin Quanjian,Shandong Luneng,0 : 0,-,-,-
15:00,Giannina,Platanias ,3 : 1,1.60,2.90,4.70
17:15,Atromitos,Asteras T. ,1 : 0,2.05,2.75,3.05
19:30,Panionios,Olympiakos,1 : 1,4.40,3.05,1.60
