horaire,team_home,team_away,score,cote1,coteN,cote2
08:00,Busan Kyotong,Mokpo City,1 : 1,-,-,-
08:00,Cheonan City,Changwon,0 : 1,-,-,-
08:00,Gimhae,Daejeon Korail,2 : 0,-,-,-
08:00,Gyeongju KHNP,Gangneung,4 : 1,-,-,-
